DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,2012-2013 OVERALL GRADE,2012-2013 OVERALL SCORE,2012-13 OVERALL PERCENTILE,2012-2013 PROGRESS CATEGORY SCORE,2012-2013 PROGRESS GRADE,2012-2013 PERFORMANCE CATEGORY SCORE,"2012-2013
PERFORMANCE GRADE",2012-2013 ENVIRONMENT CATEGORY SCORE,2012-2013 ENVIRONMENT GRADE,2012-2013 COLLEGE AND CAREER READINESS SCORE,2012-2013 COLLEGE AND CAREER READINESS GRADE,2012-2013 ADDITIONAL CREDIT,2011-12 PROGRESS REPORT GRADE,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
19K065,19,P.S. 065,Daysi Garcia,EMS,Elementary,B,58.1,69,31,B,14.8,B,10.9,A,0,0,1.4,C,B,A
30Q286,30,"Young Women's Leadership School, Astoria",Laura A Mitchell,EMS,Middle,B,58.9,52.5,28.3,C,15.8,B,12.9,A,0,0,1.9,C,B,A
24Q058,24,P.S. 58 - School of Heroes,Adelina V. Tripoli,EMS,Elementary,B,59.2,71.2,39.1,A,13.2,B,4.3,C,0,0,2.6,C,B,A
17K547,17,Brooklyn Academy of Science and the Environment,Veronica Peterson,HS,High School,B,60.7,43.4,29,B,11,C,11.1,B,5,C,4.5,C,B,A
10X396,10,P.S. 396,Nicole Tine,EMS,Elementary,B,49,40.7,23.6,C,12.2,B,8.6,B,0,0,4.6,C,B,B
27Q056,27,P.S. 056 Harry Eichler,Ann Leiter,EMS,Elementary,B,50.2,45.6,28.5,B,8.1,C,10.7,A,0,0,2.9,C,B,B
22K315,22,P.S. K315,Judith Ranft,EMS,Elementary,B,52,52,31.3,B,10.8,B,7.5,B,0,0,2.4,C,B,B
06M178,6,Professor Juan Bosch Public School,Deirdre Budd,EC,K-2,B,52.8,0,17.4,B,19,A,12.1,A,0,0,4.3,C,B,B
01M345,1,"Collaborative Academy of Science, Technology, &",Judith De Los Santos,EMS,Middle,B,53,38.8,31.5,B,10.7,C,6.4,C,0,0,4.3,C,B,B
75K369,75,P.S. K369 - Coy L. Cox School,Rudy Giuliani,D75,K-8,B,53.3,0,32,B,7.6,C,13.7,A,0,0,0,C,B,B
02M001,2,P.S. 001 Alfred E. Smith,Amy Hom,EMS,Elementary,B,53.7,57.7,33.9,B,14.7,B,2.3,D,0,0,2.8,C,B,B
31R049,31,I.S. 49 Berta A. Dreyfus,Linda Hill,EMS,Middle,B,56.9,49.2,33.6,B,13.6,B,5.8,D,0,0,3.9,C,B,B
31R031,31,P.S. 031 William T. Davis,Patricia Covington,EMS,Elementary,B,58,68.5,37.8,A,10,C,6.7,B,0,0,3.5,C,B,B
31R050,31,P.S. 050 Frank Hankinson,Joseph Santello,EMS,Elementary,B,59.6,73,33.8,B,17.8,A,5.8,C,0,0,2.2,C,B,B
09X028,9,P.S. 028 Mount Hope,Stephen Beckles,EMS,Elementary,B,59.7,73.6,37.9,A,9.8,C,7.9,B,0,0,4,C,B,B
31R051,31,I.S. 051 Edwin Markham,Nicholas Mele,EMS,Middle,B,59.7,54.2,32.3,B,15.7,B,8.4,C,0,0,3.3,C,B,B
04M155,4,P.S. 155 William Paca,Lillian Raimundi Ortiz,EMS,Elementary,B,59.8,73.9,36.4,A,11.3,B,6.9,B,0,0,5.1,C,B,B
21K348,21,High School of Sports Management,Robin Pitts,HS,High School,B,62,47.4,25.2,C,13.8,B,9.3,C,5.7,B,8,C,B,B
25Q425,25,John Bowne High School,Howard Kwait,HS,High School,B,63.9,53.7,30.7,B,12.3,B,9.3,C,5.5,B,6.1,C,B,B
13K492,13,Urban Assembly Academy of Arts and Letters,John Oreilly,EMS,Middle,B,66.6,73,36.9,B,14.9,B,10,B,0,0,4.7,C,B,B
07X527,7,Bronx Leadership Academy II High School,Katherine Callaghan,HS,High School,B,66.8,62.3,36.5,B,8.8,C,10.7,B,4.3,C,6.5,C,B,B
31R072,31,I.S. 072 Rocco Laurie,Peter Macellari,EMS,Middle,B,67.5,74.4,40.1,A,16.2,B,7.7,C,0,0,3.5,C,B,B
11X078,11,P.S. 078 Anne Hutchinson,Claudina Skerritt,EMS,Elementary,B,48.9,40.2,36.2,A,7.3,C,3.1,C,0,0,2.2,C,B,C
32K075,32,P.S. 075 Mayda Cortiella,Yolanda Williams,EMS,Elementary,B,49.1,40.8,33.4,B,8.7,C,3.7,C,0,0,3.3,C,B,C
22K198,22,P.S. 198 Brooklyn,Shantel Browne,EMS,Elementary,B,50.1,44.6,31.2,B,10.1,C,6.8,B,0,0,1.9,C,B,C
11X178,11,P.S. 178 - Dr. Selman Waksman,Deborah Levine,EMS,Elementary,B,50.5,46.7,28.6,B,11.9,B,6.6,B,0,0,3.4,C,B,C
01M361,1,The Children's Workshop School,Maria Velez Clarke,EMS,Elementary,B,50.9,47.9,28.2,B,10,C,8,B,0,0,4.7,C,B,C
30Q070,30,P.S. 070 Queens,Donna Geller,EMS,Elementary,B,51.5,50,34,B,11.6,B,3.7,C,0,0,2.2,C,B,C
03M180,3,P.S. 180 Hugo Newman,Peter Mcfarlane,EMS,K-8,B,53.8,42.7,30.2,B,9.8,C,10.1,B,0,0,3.7,C,B,C
05M046,5,P.S. 046 Arthur Tappan,George Young,EMS,K-8,B,53.8,42.7,32.6,B,10.9,C,6.8,C,0,0,3.4,C,B,C
10X023,10,P.S. 023 The New Children's School,Shirley Torres,EMS,Elementary,B,54,57.9,33.8,B,7.7,C,5.5,C,0,0,6.9,C,B,C
15K001,15,P.S. 001 The Bergen,Jennifer Eusanio,EMS,Elementary,B,54.2,58.9,31.1,B,14.8,B,5.2,C,0,0,3.1,C,B,C
18K219,18,P.S. 219 Kennedy-King,Ms. Winsome Smith,EMS,Elementary,B,54.4,59.8,36.1,A,11.5,B,3.5,C,0,0,3.3,C,B,C
25Q154,25,P.S. 154 Queens,Dr. Tara B. Davidson,EMS,Elementary,B,54.4,59.5,32.3,B,13.8,B,5.8,C,0,0,2.5,C,B,C
07X161,7,P.S. 161 Ponce De Leon,Eliamarie Soto,EMS,Elementary,B,54.6,60,37,A,7.5,C,5.9,B,0,0,4.2,C,B,C
03M076,3,P.S. 076 A. Philip Randolph,Charles Deberry,EMS,K-8,B,56.7,53.1,31.3,B,11.9,C,10.4,A,0,0,3.1,C,B,C
25Q169,25,P.S. 169 Bay Terrace,Vanessa Chambers,EMS,Elementary,B,56.8,65.7,30.3,B,13.9,B,10.7,A,0,0,1.8,C,B,C
02M407,2,Institute for Collaborative Education,Peter Karp,EMS,Middle,B,56.8,48.9,28.3,C,15.5,B,11.6,A,0,0,1.4,C,B,C
15K656,15,Brooklyn High School of the Arts,Margaret Lacey Berman,HS,High School,B,58,32,30.6,B,12.6,B,8.6,C,4.7,C,1.5,C,B,C
13K020,13,P.S. 020 Clinton Hill,L Barbera,EMS,Elementary,B,58.1,69,32.3,B,16.6,A,6.7,B,0,0,2.5,C,B,C
25Q193,25,P.S. 193 Alfred J. Kennedy,Joyce E. Bush,EMS,Elementary,B,58.6,70.3,36.6,A,11.8,B,7.8,B,0,0,2.3,C,B,C
04M610,4,Young Women's Leadership School,Althea Bradshaw-Tyson,EMS,Middle,B,59,52.8,32.8,B,11.7,B,12.4,A,0,0,2.1,C,B,C
17K394,17,M.S. K394,Ms. Claudette Murray,EMS,K-8,B,60.1,65.9,35.3,B,10.6,C,9.1,B,0,0,5.1,C,B,C
19K292,19,J.H.S. 292 Margaret S. Douglas,Gloria Williams Nandan,EMS,Middle,B,61.8,60.1,29.2,B,19.6,A,9.4,B,0,0,3.6,C,B,C
84M279,84,The Opportunity Charter School,Marya Baker,EMS,Middle,B,64.5,67.1,40.4,A,8.7,C,9.8,B,0,0,5.6,C,B,C
15K698,15,South Brooklyn Community High School,Jean Foley,HST,High School Transfer,B,65.6,0,31.3,B,7.8,B,11.6,B,5.2,B,9.7,C,B,C
14K330,14,The Urban Assembly School for the Urban Environm,Kourtney Boyd,EMS,Middle,B,66.4,72.2,46.6,A,6.4,D,8.6,C,0,0,4.8,C,B,C
10X439,10,Bronx High School for Law and Community Service,Michael Barakat,HS,High School,B,59,36.6,26.2,C,11.5,C,10.7,B,4.7,C,5.9,C,B,D
84K742,84,Explore Empower Charter School,Beth Doyle,EMS,Elementary,B,50.8,47.7,25.4,C,14.7,B,8.5,B,0,0,2.2,C,B,
08X467,8,MOTT HALL COMMUNITY SCHOOL,Jennie Garrison,EMS,Middle,B,55.5,45.2,27.4,C,14.5,B,9.2,B,0,0,4.4,C,B,
24Q307,24,Pioneer Academy,Cecilia Jackson,EMS,Elementary,B,57.5,67.5,29.8,B,16.7,A,8.4,B,0,0,2.6,C,B,
05M410,5,THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIE,Jeffrey Chetirko,EMS,Middle,B,59.3,53.4,38.4,B,6.8,D,9.3,B,0,0,4.7,C,B,
28Q220,28,P.S. 220 Edward Mandel,Josette Pizarro,EMS,Elementary,B,57.1,66.4,39.4,A,9.3,C,5.8,C,0,0,2.6,C,C,A
31R057,31,P.S. 057 Hubert H. Humphrey,Sandra Harrell,EMS,Elementary,B,58.6,70.3,40.6,A,10.3,C,1.4,D,0,0,6.3,C,C,A
27Q207,27,P.S. 207 Rockwood Park,Linda Spadaro,EMS,K-8,B,59.5,62.2,30.1,B,17.2,A,8.2,B,0,0,4,C,C,A
09X218,9,P.S./I.S. 218 Rafael Hernandez Dual Language Mag,Leticia Rosario,EMS,K-8,B,59.6,64,30.8,B,15.9,B,8.6,B,0,0,4.3,C,C,A
25Q252,25,"Queens School of Inquiry, The",Meredith Inbal,EMS,Middle,B,59.9,54.8,32.4,B,13.7,B,9.8,B,0,0,4,C,C,A
12X134,12,P.S. 134 George F. Bristow,Kenneth Thomas,EMS,Elementary,B,48.8,39.7,30.3,B,11,B,4.9,C,0,0,2.6,C,C,B
28Q086,28,P.S. Q086,Karen Zuvic,EMS,Elementary,B,51.3,49.2,33.9,B,8.5,C,5.5,C,0,0,3.4,C,C,B
22K052,22,P.S. 052 Sheepshead Bay,Doreen Duff,EMS,Elementary,B,54.1,58.4,37.6,A,12.3,B,1.4,D,0,0,2.8,C,C,B
10X225,10,Theatre Arts Production Company School,Ron Link,EMS,Middle,B,54.9,44.7,29.3,B,12.9,B,9.5,B,0,0,3.2,C,C,B
04M037,4,River East Elementary,Don Catlin,EMS,Elementary,B,55.8,63.4,32.3,B,14.7,B,6.4,B,0,0,2.4,C,C,B
21K153,21,P.S. 153 Homecrest,Carl Santamaria,EMS,Elementary,B,56.4,64.6,35.7,B,11.3,B,4.9,C,0,0,4.5,C,C,B
07X381,7,Bronx Haven High School,Lucinda Mendez,HST,High School Transfer,B,57.8,0,25.6,C,5.9,C,12.3,B,4.4,B,9.6,C,C,B
02M425,2,Leadership and Public Service High School,Philip Santos,HS,High School,B,58,32,27.3,C,12,B,8.4,C,6.8,B,3.5,C,C,B
32K376,32,P.S. 376,Maria Vera,EMS,Elementary,B,58.3,69.7,33.7,B,12,B,9.7,A,0,0,2.9,C,C,B
17K590,17,Medgar Evers College Preparatory School,Dr. Michael A. Wiltshire,EMS,Middle,B,58.3,51.7,29.7,B,15.8,B,12,A,0,0,0.8,C,C,B
07X379,7,Jill Chaifetz Transfer High School,Anne Fennelly,HST,High School Transfer,B,58.9,0,28.5,B,6.1,C,13,A,3.1,C,8.2,C,C,B
11X514,11,The Bronxwood Preparatory Academy,Janet Gallardo,HS,High School,B,59.3,37.7,31.3,B,7.3,D,11.4,B,3.2,D,6,C,C,B
28Q101,28,P.S. 101 School in the Gardens,Monique Lopez-Paniagua,EMS,Elementary,B,59.4,72.3,37.8,A,17.6,A,2.9,C,0,0,1.1,C,C,B
10X206,10,I.S. 206 Ann Mersereau,David Neering,EMS,Middle,B,59.8,54.5,36,B,10.2,C,10.3,B,0,0,3.3,C,C,B
12X383,12,Emolior Academy,Derick Spaulding,EMS,Middle,B,61.4,58.7,36.2,B,11.9,B,9.7,B,0,0,3.6,C,C,B
02M111,2,P.S. 111 Adolph S. Ochs,Irma Medina,EMS,K-8,B,61.9,69.5,40.2,A,12.9,B,3.7,D,0,0,5.1,C,C,B
28Q284,28,York Early College Academy,Deborah Burnett,EMS,Middle,B,62.8,62.4,31.7,B,15.8,B,11.6,A,0,0,3.7,C,C,B
04M497,4,Central Park East I,Lindley Uehling,EMS,Elementary,B,49.2,42,24.8,C,13.8,B,8.3,B,0,0,2.3,C,C,C
22K269,22,P.S. 269 Nostrand,Jazmine Santiago,EMS,Elementary,B,50,44.3,33,B,8.9,C,4.7,C,0,0,3.4,C,C,C
10X009,10,P.S. 9 Ryer Avenue Elementary School,Jacqueline Bailey,EMS,Elementary,B,50.2,44.8,37.3,A,8.2,C,0.5,F,0,0,4.2,C,C,C
03M075,3,P.S. 075 Emily Dickinson,Robert O'brien,EMS,Elementary,B,51.2,48.7,30.7,B,12.7,B,4.9,C,0,0,2.9,C,C,C
08X138,8,P.S. 138 Samuel Randall,Lorraine Carrol-Dawkins,EMS,Elementary,B,51.8,51,32,B,11.4,B,5.4,C,0,0,3,C,C,C
84M702,84,The Sisulu-Walker Charter School of Harlem,Michelle Haynes,EMS,Elementary,B,52.6,53.6,31.8,B,9.3,C,8.3,B,0,0,3.2,C,C,C
19K346,19,P.S. 346 Abe Stark,Kevin Caifa,EMS,Elementary,B,53,55.6,31.7,B,11.4,B,8.3,B,0,0,1.6,C,C,C
09X505,9,"Bronx School for Law, Government and Justice",Meisha Ross-Porter,EMS,Middle,B,53.2,40.2,28.6,B,11.6,B,7.3,C,0,0,5.7,C,C,C
23K156,23,P.S. 156 Waverly,Beverly Logan,EMS,Elementary,B,53.3,56.4,32.2,B,11.1,B,8.1,B,0,0,1.9,C,C,C
07X031,7,P.S./M.S. 031 The William Lloyd Garrison,Jayne Hunnewell,EMS,K-8,B,53.7,41.5,32.2,B,9.1,C,7.9,B,0,0,4.5,C,C,C
08X131,8,J.H.S. 131 Albert Einstein,Monique Mason,EMS,Middle,B,53.7,41.3,31,B,10.2,C,9.2,B,0,0,3.3,C,C,C
16K057,16,J.H.S. 057 Whitelaw Reid,Celeste Douglas,EMS,Middle,B,54.7,44.1,24.2,C,14.2,B,13,A,0,0,3.3,C,C,C
19K013,19,P.S. 013 Roberto Clemente,Sabrina Fleming,EMS,Elementary,B,55.3,61.5,34.9,B,13,B,5.3,C,0,0,2,C,C,C
04M224,4,M.S. 224 Manhattan East School for Arts & Academ,Liliana Sarro,EMS,Middle,B,56.1,48,34.1,B,10,C,9.5,B,0,0,2.5,C,C,C
28Q008,28,J.H.S. 008 Richard S. Grossley,Angela Green,EMS,Middle,B,56.4,48,33.3,B,13.7,B,5.8,D,0,0,3.6,C,C,C
11X087,11,P.S. 087 Bronx,Donna Anaman,EMS,Elementary,B,56.7,65.3,38,A,10.8,B,5.6,C,0,0,2.3,C,C,C
31R061,31,I.S. 061 William A Morris,Susan Tronolone,EMS,Middle,B,57.1,49.9,34.9,B,14.1,B,4.6,D,0,0,3.5,C,C,C
09X163,9,P.S. 163 Arthur A. Schomburg,Dilsia Martinez,EMS,Elementary,B,58.1,69,42.8,A,7.3,C,3.1,C,0,0,4.9,C,C,C
21K410,21,Abraham Lincoln High School,Ari Hoogenboom,HS,High School,B,59.8,38.8,27.2,C,10.9,C,11.5,B,5.9,B,4.3,C,C,C
30Q445,30,William Cullen Bryant High School,Namita Dwarka,HS,High School,B,60.5,42.3,32.7,B,9.4,C,8.3,C,5.5,B,4.6,C,C,C
17K600,17,Clara Barton High School,Dr. Richard A. Forman,HS,High School,B,61.2,45.5,30.1,B,11.3,C,10.7,B,6.5,B,2.6,C,C,C
01M292,1,Henry Street School for International Studies,Christine Loughlin,EMS,Middle,B,61.5,59,40,A,6,F,8.1,C,0,0,7.3,C,C,C
24Q560,24,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Ann Seifullah,HS,High School,B,61.9,47.2,30,B,10.6,C,10.2,B,6.2,B,4.9,C,C,C
11X272,11,Globe School for Environmental Research,Matthew Angell,EMS,Middle,B,62.5,61.8,42,A,11.1,C,5,D,0,0,4.4,C,C,D
02M313,2,"James Baldwin School, The: A School for Expeditionary Learning",Christine Olson,HST,High School Transfer,B,65,0,27.2,B,12.2,A,9,C,9.1,A,7.4,C,C,D
84K536,84,Community Roots Charter School,Allison Keil/Sara Stone,EMS,Elementary,B,53.4,56.6,28.7,B,13.3,B,9.8,A,0,0,1.6,C,C,F
75M811,75,P.S. M811 - Mickey Mantle School,Barry Daub,D75,Elementary,B,58.8,0,34.2,B,10.2,C,14.4,A,0,0,0,C,C,F
28Q310,28,Queens Collegiate: A College Board School,Jaime Anne Dubei,EMS,Middle,B,65.8,70.2,36.2,B,15.5,B,9.7,B,0,0,4.4,C,C,
03M421,3,WEST PREP ACADEMY,Roberto Padilla,EMS,Middle,B,65.9,70.5,40.4,A,11.5,C,10.9,B,0,0,3.1,C,C,
18K566,18,Brooklyn Generation School,Lydia Colon Bomani,HS,High School,B,59.9,39.3,31.7,B,9.6,C,10.8,B,3.4,C,4.4,C,C,
27Q223,27,P.S. 223 Lyndon B. Johnson,Deborah Otto,EMS,Elementary,B,51.3,49.2,32.5,B,9.7,C,7.6,B,0,0,1.5,C,D,B
09X339,9,I.S. 339,"Outerbridge, Kim",EMS,Middle,B,54.4,42.7,31.3,B,10,C,8.6,C,0,0,4.5,C,D,B
84X730,84,Bronx Charter School for Arts,Nicholas Stapleton,EMS,Elementary,B,59.3,71.8,37.6,A,14,B,4.4,C,0,0,3.3,C,D,B
07X001,7,P.S. 001 Courtlandt School,Jorge Perdomo,EMS,Elementary,B,49.5,42.8,30,B,9.4,C,5.9,B,0,0,4.1,C,D,C
28Q048,28,P.S. 048 William Wordsworth,Patricia M. Mitchell,EMS,Elementary,B,51.1,48.4,34.2,B,7.9,C,5.8,C,0,0,3.1,C,D,C
10X306,10,P.S. 306,Darryl Harrington,EMS,Elementary,B,51.8,51,36.2,A,9.5,C,2.6,C,0,0,3.4,C,D,C
29Q181,29,P.S. 181 Brookfield,Dina Wheeler,EMS,Elementary,B,53.1,55.9,30,B,10.1,C,8.9,B,0,0,4.1,C,D,C
05M154,5,P.S. 154 Harriet Tubman,Elizabeth Jarrett,EMS,Elementary,B,55.8,63.6,37.6,A,10.8,B,3.8,C,0,0,3.6,C,D,C
07X029,7,P.S./M.S. 029 Melrose School,Meredith Gotlin,EMS,K-8,B,56.4,50.3,31,B,10.5,C,9.9,B,0,0,4.8,C,D,C
18K581,18,East Flatbush Community Research School,Daveida Daniel,EMS,Middle,B,56.7,48.6,34,B,10.3,C,8.7,B,0,0,3.7,C,D,C
02M419,2,Landmark High School,Caron Pinkus,HS,High School,B,58.6,35.2,30.3,B,5.3,F,8.5,C,6.3,B,8.1,C,D,C
17K533,17,School for Democracy and Leadership,James Olearchik,HS,High School,B,59.8,38.8,28.5,B,10.7,C,7.8,C,6.8,B,6,C,D,C
29Q035,29,P.S. 035 Nathaniel Woodhull,Mark Dempsey,EMS,Elementary,B,49,40.7,34.1,B,10.8,B,2.3,D,0,0,1.8,C,D,D
27Q053,27,M.S. 053 Brian Piccolo,Shawn Rux,EMS,Middle,B,54.5,43,35.2,B,9.8,C,5.4,D,0,0,4.1,C,F,C
07X277,7,P.S. 277,Sagrario Jorge,EMS,Elementary,B,57.8,67.9,34.6,B,12.1,B,7.6,B,0,0,3.5,C,F,C
11X169,11,BAYCHESTER ACADEMY,Cristine Vaughan,EMS,Elementary,B,48.9,40.2,25.2,C,13.5,B,8.3,B,0,0,1.8,C,,
84M483,84,New York French American Charter School,Edith Boncompain,EMS,Elementary,B,49.8,43.4,34,B,11.4,B,2.6,C,0,0,1.8,C,,
18K617,18,High School for Innovation in Advertising and Media,Adaleza Michelena,HS,High School,B,58.8,36,24.2,C,12.7,B,8.3,C,6.2,B,7.4,C,,
84M888,84,Harlem Village Academy HS,Laurie Warner,HS,High School,B,59.9,39,35.4,B,11.5,C,7.9,C,5,C,0.1,C,,
03M404,3,INNOVATION DIPLOMA PLUS,Casey Jones,HST,High School Transfer,B,65.2,0,25.9,C,11.5,A,11.9,B,5.5,B,10.4,C,,
27Q302,27,"Queens High School for Information, Research, and Technology",Magaly Hicks,HS,High School,B,65.8,58.8,32.3,B,11.8,B,10.9,B,4.3,C,6.5,C,,
75Q004,75,P.S. Q004,Marcy Berger,D75,Elementary,B,59.1,0,31.9,B,12.6,B,14.6,A,0,0,0,D,A,A
17K221,17,P.S. 221 Toussaint L'Ouverture,Clara Moodie-Kirkland,EMS,Elementary,B,52.1,52.6,30.1,B,10.1,C,8.8,B,0,0,3.1,D,A,C
18K066,18,P.S. 66,Lucille Jackson,EMS,K-8,B,53.2,39,30.9,B,12.7,B,7.8,C,0,0,1.8,D,B,A
06M173,6,P.S. 173,Dawn Boursiquot,EMS,Elementary,B,57.5,67.5,41.8,A,10.1,C,2.4,D,0,0,3.2,D,B,B
28Q206,28,P.S. 206 The Horace Harding School,Joan Thomas,EMS,Elementary,B,51.8,51.2,34.7,B,7.7,C,7,B,0,0,2.4,D,B,C
03M242,3,PS M242-Gwendolyn Powell Brown Computer School,Denise Gomez,EMS,Elementary,B,53.2,56.1,35.9,B,9.6,C,3.2,C,0,0,4.5,D,B,C
23K284,23,P.S. 284 Lew Wallace,Keva Pitts,EMS,K-8,B,56.9,53.7,34.5,B,8.4,C,9.6,B,0,0,4.4,D,B,C
08X376,8,"Antonia Pantoja Preparatory Academy, A College B",Nancy Jacqueline Diaz,EMS,Middle,B,64.7,68.5,39.5,A,16.3,B,3,F,0,0,5.9,D,B,C
07X157,7,P.S. 157 Grove Hill,Ramona Duran,EMS,Elementary,B,53,55.6,33.1,B,11.4,B,4.9,C,0,0,3.6,D,C,B
06M314,6,Muscota,Camille Wallin,EMS,Elementary,B,57.1,66.4,36.5,A,6,D,10.8,A,0,0,3.8,D,C,B
12X044,12,P.S. 044 David C. Farragut,Melissa Harrow,EMS,Elementary,B,57.4,67.1,41.6,A,11.8,B,0.5,F,0,0,3.5,D,C,B
16K393,16,Frederick Douglass Academy IV Secondary School,Elvin Crespo,HS,High School,B,58.1,32.8,24.8,C,13.6,B,10.9,B,2.9,D,5.9,D,C,B
32K349,32,"I.S. 349 Math, Science & Tech.",Rogelio Parris,EMS,Middle,B,53.3,40.7,32.6,B,7.8,C,8.8,B,0,0,4.1,D,C,C
08X366,8,Urban Assembly Academy of Civic Engagement,Mary Anne Sheppard,EMS,Middle,B,54.7,44.1,33.3,B,7.4,D,9,B,0,0,4.9,D,C,C
31R039,31,P.S. 39 Francis J. Murphy Jr.,Tracey Wright,EMS,Elementary,B,55.8,63.4,32.3,B,13.7,B,8.5,B,0,0,1.3,D,C,C
29Q132,29,P.S. 132 Ralph Bunche,Alicia Davis,EMS,Elementary,B,58,68.5,37.6,A,9.7,C,7.6,B,0,0,3.1,D,C,C
24Q071,24,P.S. 071 Forest,Walkydia Olivella,EMS,Elementary,B,59.2,71.2,41.9,A,12.2,B,2.6,C,0,0,2.5,D,C,C
11X144,11,J.H.S. 144 Michelangelo,Jeremy Kabinoff,EMS,Middle,B,61.4,58.4,34.6,B,13.2,B,9.2,B,0,0,4.4,D,C,C
07X221,7,South Bronx Preparatory: A College Board School,Ellen Reddon Flanagan,EMS,Middle,B,66.3,71.9,43.6,A,8.8,C,7.7,C,0,0,6.2,D,C,C
11X189,11,Cornerstone Academy for Social Action,James Bellon,EMS,Elementary,B,49.1,41.5,28.6,B,10.4,C,7.3,B,0,0,2.8,D,C,F
84X398,84,Bronx Community Charter School,Martha Andrews/Sasha Wilson,EMS,Elementary,B,51.4,49.7,29.5,B,10.1,C,10.1,A,0,0,1.7,D,C,
84X185,84,The Bronx Lighthouse Charter School,Meghan Kimpton (K-4)/Richard Burke (5-8),EMS,K-8,B,55.9,49.4,37.4,A,6.6,D,8.2,B,0,0,3.7,D,D,B
02M217,2,P.S./I.S. 217 Roosevelt Island,Mandana Beckman,EMS,K-8,B,57.9,56.7,32.7,B,12.9,B,6.9,C,0,0,5.3,D,D,B
19K171,19,I.S. 171 Abraham Lincoln,Barbara Kendall,EMS,Middle,B,53,39.1,34.8,B,7.2,D,8,C,0,0,3,D,F,C
17K398,17,P.S. 398 Walter Weaver,Tammy Katan Brown,EMS,Elementary,B,53,55.6,35.7,B,8.7,C,4.4,C,0,0,4.2,F,B,B
08X125,8,J.H.S. 125 Henry Hudson,Lori Anne Dimarco Evanko,EMS,Middle,B,53.9,41.6,37.8,B,7.2,D,4.6,D,0,0,4.3,F,C,B
03M149,3,P.S. 149 Sojourner Truth,Barbara Darrigo,EMS,K-8,B,62.7,72,44.1,A,7.4,D,6.7,C,0,0,4.4,F,C,B
17K161,17,P.S. 161 The Crown,Michael Johnson,EMS,K-8,B,59.7,64.6,39.5,A,11.3,C,6.6,C,0,0,2.3,F,D,C
13K596,13,Knowledge and Power Preparatory Academy VII Midd,Lisa Reiter,EMS,Middle,B,62.4,61.5,46,A,6,F,6.2,C,0,0,4.2,F,F,D
84K386,84,Invictus Preparatory Charter School,Cliff Thomas,EMS,Middle,B,60,55.3,35.6,B,9.9,C,12,A,0,0,2.5,,,
84Q340,84,Challenge Preparatory Charter School,Latoiya Tolliver-Revell,EC,K-3,B,41.1,0,15.3,C,13.1,B,9.6,B,0,0,3,,,
84Q342,84,Rochdale Early Advantage Charter School,Lena Richardson,EC,K-3,B,41.2,0,15.9,B,12.5,B,11.3,B,0,0,1.5,,,
84K793,84,Bushwick Ascend Charter School,Delianna Burrows,EC,K-3,B,42.4,0,19.2,B,15.8,B,5.2,C,0,0,2.2,,,
84K774,84,Achievement First Apollo Charter School,Jabari Sims,EC,K-3,B,46.1,0,20.3,B,14.1,B,9.5,B,0,0,2.1,,,
20K310,20,P.S. 310,Yuqing Hong,EC,K-3,B,48.9,0,19.1,B,12.1,C,12.7,A,0,0,5,,,
84K359,84,The Uft Charter School,Michelle Bodden-White,HS,High School,B,58.1,32.5,23.8,C,17.4,A,7.6,C,6.9,A,2.4,,,
08X269,8,Bronx Studio School for Writers and Artists,David Vazquez,HS,High School,B,59.6,37.9,30.4,B,11.9,B,9.8,C,3.3,D,4.2,,,
13K527,13,Urban Assembly Institute of Math and Science for Young Women,Kiri Soares,HS,High School,B,61.4,46.1,30.2,B,9.9,C,7.3,C,8.4,A,5.6,,,
84K999,84,Uncommon Charter HS,Maya Roth,HS,High School,B,62.2,48.5,30.2,B,10.1,C,12.3,A,9.1,A,0.4,,,
02M392,2,MANHATTAN BUSINESS ACADEMY,Karen Polsonetti,HS,High School,B,64.1,54.5,32.7,B,14.2,B,8.7,C,3.7,C,4.8,,,
84K888,84,Achievement First HS,Paul Adler,HS,High School,B,64.1,54.5,36.9,A,8.3,C,13,A,5.8,B,0.1,,,
15K667,15,SUNSET PARK HIGH SCHOOL,Corinne Vinal,HS,High School,B,64.9,55.8,33.6,B,11.1,C,12.1,A,3.1,D,5,,,
84M707,84,John V. Lindsay Wildcat Academy Charter School,Ron Tabano/Marc Donald,HST,High School Transfer,B,66.3,0,39.9,A,4.5,C,10.1,C,2.6,C,9.2,,,
02M393,2,BUSINESS OF SPORTS SCHOOL,Joshua Solomon,HS,High School,B,66.5,61.3,25.5,C,14.4,B,9.6,C,9,A,8,,,
84X345,84,Hyde Leadership Charter School,Elizabeth Olney,HS,High School,B,68.2,65.6,29.9,B,17.6,A,10.7,B,5.8,B,4.2,,,
16K636,16,Young Scholars' Academy for Discovery and Explor,Danika Rux,EMS,Elementary,C,41.3,20.7,19,D,10.6,C,10.2,A,0,0,1.5,A,A,A
