ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Community School Sup Name,Cluster Name,Cluster Location Code,Cluster Leader Name,Cluster Leader Title,Cluster Leader Phone,Network Location Code,Network Name,Network Leader,Network Leader Phone,SATIF Code,SATIF Superintendent,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,Operational Network Location Code,Operational Network Name,Operational Network Manager Name,Operational Network Manager Phone,boroughCode,borough,streetAddress,postalCode,title,entityTitle,addressLocality,latitude,longitude,loc,@context,@type,@id
17K408,K408,Academy of Hospitality and Tourism,331700011408,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2006,Open,K465,911 FLATBUSH AVENUE,BROOKLYN,NY,11226,ADAM BREIER,PRINCIPAL,718-564-2580,718-564-2581,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 05 (CUNY),CL52,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N521,CHILDREN FIRST NETWORK 521,"Sanchez, Dennis/Conrad, Cass",646-344-7236,AF55,,HS01,HS Network 01,"WATTS, KAREN",W511,Operational Network 511,"IZQUIERDO, JORGE",212-330-9567,K,Brooklyn,911 Flatbush Avenue,11226,Academy of Hospitality and Tourism,academy_of_hospitality_and_tourism,Brooklyn,40.649541,-73.9585007,"[-73.9585007,40.649541]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/academy_of_hospitality_and_tourism
17K484,K484,Ronald Edmonds Learning Center II,331700010484,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2006,Open,K012,430 HOWARD AVENUE,BROOKLYN,NY,11233,Michele Luard,PRINCIPAL,718-467-0306,718-953-0682,23,17,K817,COMMUNITY SCHOOL DISTRICT 17,"SIMMONS, BUFFIE","SIMMONS, BUFFIE",Cluster 02,CL02,"ZAHARAKIS, DESPINA",Cluster Leader,718-281-3272,N211,CHILDREN FIRST NETWORK 211,JEAN MCKEON,718-642-5843,AF19,,,,,W211,Operational Network 211,,,K,Brooklyn,430 Howard Avenue,11233,Ronald Edmonds Learning Center II,ronald_edmonds_learning_center_ii,Brooklyn,40.67305280000001,-73.9196269,"[-73.9196269,40.67305280000001]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/ronald_edmonds_learning_center_ii
17K489,K489,W.E.B. Dubois Academic High School,331700011489,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",Jul 1 1999,Open,K824,402 EASTERN PARKWAY,BROOKLYN,NY,11225,Catherine Hartnett,PRINCIPAL,718-773-7765,718-773-7849,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 01,CL01,"KNECHT, DOUGLAS",Cluster Leader,718-923-5184,N108,CHILDREN FIRST NETWORK 108,"PILASKI, LISA",718-557-2633,,,HS01,HS Network 01,"WATTS, KAREN",W108,Operational Network 108,"PILASKI, LISA",718-557-2633,K,Brooklyn,402 Eastern Parkway,11225,W.E.B. Dubois Academic High School,w_e_b_dubois_academic_high_school,Brooklyn,40.66957499999999,-73.95516800000001,"[-73.95516800000001,40.66957499999999]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/w_e_b_dubois_academic_high_school
17K524,K524,International High School at Prospect Heights,331700011524,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Sep 8 2004,Open,K440,883 CLASSON AVENUE,BROOKLYN,NY,11225,Nedda De Castro,PRINCIPAL,718-230-6333,718-230-6322,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 01,CL01,"KNECHT, DOUGLAS",Cluster Leader,718-923-5184,N106,CHILDREN FIRST NETWORK 106,"KERR, CYNTHIA",917-445-5531,,,HS01,HS Network 01,"WATTS, KAREN",W106,Operational Network 106,"KERR, CYNTHIA",917-445-5531,K,Brooklyn,883 Classon Avenue,11225,International High School at Prospect Heights,international_high_school_at_prospect_heights,Brooklyn,40.669806,-73.960668,"[-73.960668,40.669806]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/international_high_school_at_prospect_heights
17K528,K528,The High School for Global Citizenship,331700011528,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,K440,883 CLASSON AVENUE,BROOKLYN,NY,11225,Michelle Rochon,PRINCIPAL,718-230-6300,718-230-6301,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N603,CHILDREN FIRST NETWORK 603,LAWRENCE PENDERGAST,718-828-5488,AF10,,HS01,HS Network 01,"WATTS, KAREN",W603,Operational Network 603,LAWRENCE PENDERGAST,718-828-5488,K,Brooklyn,883 Classon Avenue,11225,The High School for Global Citizenship,the_high_school_for_global_citizenship,Brooklyn,40.669806,-73.960668,"[-73.960668,40.669806]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/the_high_school_for_global_citizenship
17K531,K531,"School for Human Rights, The",331700011531,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Sep 8 2004,Open,K470,600 KINGSTON AVENUE,BROOKLYN,NY,11203,MICHAEL ALEXANDER,PRINCIPAL,718-771-4793,718-771-4815,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN","WATTS, KAREN",Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N611,CHILDREN FIRST NETWORK 611,"Hernandez, Roberto",718-348-2965,AF49,,HS01,HS Network 01,"WATTS, KAREN",W611,Operational Network 611,,,K,Brooklyn,600 Kingston Avenue,11203,"School for Human Rights, The",school_for_human_rights_the,Brooklyn,40.658665,-73.943838,"[-73.943838,40.658665]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/school_for_human_rights_the
17K532,K532,New Bridges Elementary,331700010532,DOE,General Academic,Elementary,"0K,01,02","PK,0K,01,02,03,04,05",Jul 1 2013,Open,K167,1025 EASTERN PARKWAY,BROOKLYN,NY,11213,KEVIN BOWLES,Acting Principal,,,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"SIMMONS, BUFFIE","SIMMONS, BUFFIE",Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N611,CHILDREN FIRST NETWORK 611,"Hernandez, Roberto",718-348-2965,,,,,,W611,Operational Network 611,,,K,Brooklyn,1025 Eastern Parkway,11213,New Bridges Elementary,new_bridges_elementary,Brooklyn,40.6690343,-73.9343392,"[-73.9343392,40.6690343]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/new_bridges_elementary
17K533,K533,School for Democracy and Leadership,331700011533,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Sep 8 2004,Open,K470,600 KINGSTON AVENUE,BROOKLYN,NY,11203,James Olearchik,I.A. PRINCIPAL,718-771-4865,718-771-5847,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN","WATTS, KAREN",Cluster 01,CL01,"KNECHT, DOUGLAS",Cluster Leader,718-923-5184,N106,CHILDREN FIRST NETWORK 106,"KERR, CYNTHIA",917-445-5531,AF65,,HS01,HS Network 01,"WATTS, KAREN",W106,Operational Network 106,"KERR, CYNTHIA",917-445-5531,K,Brooklyn,600 Kingston Avenue,11203,School for Democracy and Leadership,school_for_democracy_and_leadership,Brooklyn,40.658665,-73.943838,"[-73.943838,40.658665]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/school_for_democracy_and_leadership
17K537,K537,High School for Youth and Community Development at Erasmus,331700011537,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,K465,911 FLATBUSH AVENUE,BROOKLYN,NY,11226,Mary Prendergast,PRINCIPAL,718-564-2470,718-564-2471,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 05 (New Visions),CL56,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N563,CHILDREN FIRST NETWORK 563,"Penzell, Alexis",212-645-5110,AF10,,HS01,HS Network 01,"WATTS, KAREN",W563,Operational Network 563,"Penzell, Alexis",212-645-5110,K,Brooklyn,911 Flatbush Avenue,11226,High School for Youth and Community Development at Erasmus,high_school_for_youth_and_community_development_at_erasmus,Brooklyn,40.649541,-73.9585007,"[-73.9585007,40.649541]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/high_school_for_youth_and_community_development_at_erasmus
17K539,K539,High School for Service & Learning at Erasmus,331700011539,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,K465,911 FLATBUSH AVENUE,BROOKLYN,NY,11226,Peter Fabianski,PRINCIPAL,718-564-2551,718-564-2552,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 05 (New Visions),CL56,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N563,CHILDREN FIRST NETWORK 563,"Penzell, Alexis",212-645-5110,AF34,,HS01,HS Network 01,"WATTS, KAREN",W563,Operational Network 563,"Penzell, Alexis",212-645-5110,K,Brooklyn,911 Flatbush Avenue,11226,High School for Service & Learning at Erasmus,high_school_for_service_learning_at_erasmus,Brooklyn,40.649541,-73.9585007,"[-73.9585007,40.649541]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/high_school_for_service_learning_at_erasmus
17K543,K543,"Science, Technology and Research Early College High School at Erasmus",331700011543,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12","06,07,08,09,10,11,12",Jul 1 2003,Open,K465,911 FLATBUSH AVENUE,BROOKLYN,NY,11226,Dr. Eric L. Blake,PRINCIPAL,718-564-2540,718-564-2541,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN","WATTS, KAREN",Cluster 05 (CUNY),CL52,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N521,CHILDREN FIRST NETWORK 521,"Sanchez, Dennis/Conrad, Cass",646-344-7236,AF55,,HS01,HS Network 01,"WATTS, KAREN",W511,Operational Network 511,"IZQUIERDO, JORGE",212-330-9567,K,Brooklyn,911 Flatbush Avenue,11226,"Science, Technology and Research Early College High School at Erasmus",science_technology_and_research_early_college_high_school_at_erasmus,Brooklyn,40.649541,-73.9585007,"[-73.9585007,40.649541]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/science_technology_and_research_early_college_high_school_at_erasmus
17K544,K544,International Arts Business School,331700011544,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2003,Open,K470,600 KINGSTON AVENUE,BROOKLYN,NY,11203,ANGELO MARRA,PRINCIPAL,718-467-7400,718-604-3029,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N610,CHILDREN FIRST NETWORK 610,Steven Chernigoff,718-828-3159,AF12,,HS01,HS Network 01,"WATTS, KAREN",W610,Operational Network 610,,,K,Brooklyn,600 Kingston Avenue,11203,International Arts Business School,international_arts_business_school,Brooklyn,40.658665,-73.943838,"[-73.943838,40.658665]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/international_arts_business_school
17K546,K546,High School for Public Service: Heroes of Tomorrow,331700011546,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2003,Open,K470,600 KINGSTON AVENUE,BROOKLYN,NY,11203,Sean Rice,PRINCIPAL,718-756-5325,718-363-3206,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 05 (New Visions),CL56,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N563,CHILDREN FIRST NETWORK 563,"Penzell, Alexis",212-645-5110,AF21,,HS01,HS Network 01,"WATTS, KAREN",W563,Operational Network 563,"Penzell, Alexis",212-645-5110,K,Brooklyn,600 Kingston Avenue,11203,High School for Public Service: Heroes of Tomorrow,high_school_for_public_service_heroes_of_tomorrow,Brooklyn,40.658665,-73.943838,"[-73.943838,40.658665]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/high_school_for_public_service_heroes_of_tomorrow
17K547,K547,Brooklyn Academy of Science and the Environment,331700011547,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2003,Open,K440,883 CLASSON AVENUE,BROOKLYN,NY,11225,VERONICA PETERSON,PRINCIPAL,718-230-6363,718-230-6370,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 05 (New Visions),CL56,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N563,CHILDREN FIRST NETWORK 563,"Penzell, Alexis",212-645-5110,AF10,,HS01,HS Network 01,"WATTS, KAREN",W563,Operational Network 563,"Penzell, Alexis",212-645-5110,K,Brooklyn,883 Classon Avenue,11225,Brooklyn Academy of Science and the Environment,brooklyn_academy_of_science_and_the_environment,Brooklyn,40.669806,-73.960668,"[-73.960668,40.669806]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/brooklyn_academy_of_science_and_the_environment
17K548,K548,Brooklyn School for Music & Theatre,331700011548,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2003,Open,K440,883 CLASSON AVENUE,BROOKLYN,NY,11225,PAMELA RANDAZZO-DORCELY,PRINCIPAL,718-230-6250,718-230-6262,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 05 (New Visions),CL56,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N563,CHILDREN FIRST NETWORK 563,"Penzell, Alexis",212-645-5110,AF12,,HS01,HS Network 01,"WATTS, KAREN",W563,Operational Network 563,"Penzell, Alexis",212-645-5110,K,Brooklyn,883 Classon Avenue,11225,Brooklyn School for Music & Theatre,brooklyn_school_for_music_theatre,Brooklyn,40.669806,-73.960668,"[-73.960668,40.669806]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/brooklyn_school_for_music_theatre
17K568,K568,Brownsville Academy High School,331700011568,DOE,Transfer School,High school,"10,11,12,SE","09,10,11,12",Sep 8 2004,Open,K907,1150 EAST NEW YORK AVENUE,BROOKLYN,NY,11212,LASHAWN ROBINSON,PRINCIPAL,718-778-7305,718-778-7385,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 01,CL01,"KNECHT, DOUGLAS",Cluster Leader,718-923-5184,N107,CHILDREN FIRST NETWORK 107,"SCALA, NANCY",718-923-5173,AF02,,HS01,HS Network 01,"WATTS, KAREN",W107,Operational Network 107,"SCALA, NANCY",718-923-5173,K,Brooklyn,1150 East New York Avenue,11212,Brownsville Academy High School,brownsville_academy_high_school,Brooklyn,40.6663323,-73.924039,"[-73.924039,40.6663323]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/brownsville_academy_high_school
17K587,K587,Middle School for the Arts,331700010587,DOE,General Academic,Junior High-Intermediate-Middle,"07,08,SE","06,07,08",Sep 8 2004,Open,K391,790 EAST NEW YORK AVENUE,BROOKLYN,NY,11203,DANIQUA BROOKS,PRINCIPAL,718-773-3343,718-773-4168,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"SIMMONS, BUFFIE","SIMMONS, BUFFIE",Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N613,CHILDREN FIRST NETWORK 613,,,AF36,,,,,W613,Operational Network 613,,,K,Brooklyn,790 East New York Avenue,11203,Middle School for the Arts,middle_school_for_the_arts,Brooklyn,40.6624725,-73.93595410000002,"[-73.93595410000002,40.6624725]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/middle_school_for_the_arts
17K590,K590,Medgar Evers College Preparatory School,331700011590,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2000,Open,K590,1186 CARROLL STREET,BROOKLYN,NY,11225,Dr. Michael A. Wiltshire,PRINCIPAL,718-703-5400,718-703-5600,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN","WATTS, KAREN",Cluster 05 (CUNY),CL52,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N521,CHILDREN FIRST NETWORK 521,"Sanchez, Dennis/Conrad, Cass",646-344-7236,AF55,,HS01,HS Network 01,"WATTS, KAREN",W511,Operational Network 511,"IZQUIERDO, JORGE",212-330-9567,K,Brooklyn,1186 Carroll Street,11225,Medgar Evers College Preparatory School,medgar_evers_college_preparatory_school,Brooklyn,40.6671654,-73.95079199999999,"[-73.95079199999999,40.6671654]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/medgar_evers_college_preparatory_school
17K600,K600,Clara Barton High School,331700011600,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1940,Open,K600,901 CLASSON AVENUE,BROOKLYN,NY,11225,Dr. Richard A. Forman,PRINCIPAL,718-636-4900,718-857-3688,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 02,CL02,"ZAHARAKIS, DESPINA",Cluster Leader,718-281-3272,N202,CHILDREN FIRST NETWORK 202,"Di Maggio, Nancy",718-281-3415,,,HS01,HS Network 01,"WATTS, KAREN",W202,Operational Network 202,"Di Maggio, Nancy",718-281-3415,K,Brooklyn,901 Classon Avenue,11225,Clara Barton High School,clara_barton_high_school,Brooklyn,40.6693058,-73.96205719999999,"[-73.96205719999999,40.6693058]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/clara_barton_high_school
17K625,K625,Paul Robeson High School,331700011625,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1904,Open,K625,150 ALBANY AVENUE,BROOKLYN,NY,11213,Ronald Williams Wells,PRINCIPAL,718-774-0300,718-467-3692,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N610,CHILDREN FIRST NETWORK 610,Steven Chernigoff,718-828-3159,AF01,,HS01,HS Network 01,"WATTS, KAREN",W610,Operational Network 610,,,K,Brooklyn,150 Albany Avenue,11213,Paul Robeson High School,paul_robeson_high_school,Brooklyn,40.675907,-73.938959,"[-73.938959,40.675907]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/paul_robeson_high_school
17K705,K705,Brooklyn Arts and Science Elementary School,331700010705,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,SE","PK,0K,01,02,03,04,05",Jul 1 2012,Open,K022,443 ST MARKS AVENUE,BROOKLYN,NY,11238,Sandra Beauvoir Soto,I.A. PRINCIPAL,718-230-0851,,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"SIMMONS, BUFFIE","SIMMONS, BUFFIE",Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N401,CHILDREN FIRST NETWORK 401,"MARKS, ROXANNE",718-741-7068,,,,,,W401,Operational Network 401,"MARKS, ROXANNE",718-741-7068,K,Brooklyn,443 Saint Marks Avenue,11238,Brooklyn Arts and Science Elementary School,brooklyn_arts_and_science_elementary_school,Brooklyn,40.677086,-73.960105,"[-73.960105,40.677086]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/brooklyn_arts_and_science_elementary_school
17K722,K722,New Heights Middle School,331700010722,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,SE","06,07,08",Jul 1 2012,Open,K391,790 EAST NEW YORK AVENUE,BROOKLYN,NY,11203,Jessica Luciano,PRINCIPAL,718-467-4501,718-467-4506,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"SIMMONS, BUFFIE","SIMMONS, BUFFIE",Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N411,CHILDREN FIRST NETWORK 411,"Alcoff, Michael",212-356-3858,,,,,,W411,Operational Network 411,"Alcoff, Michael",212-356-3858,K,Brooklyn,790 East New York Avenue,11203,New Heights Middle School,new_heights_middle_school,Brooklyn,40.6624725,-73.93595410000002,"[-73.93595410000002,40.6624725]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/new_heights_middle_school
17K745,K745,Brooklyn Institute for Liberal Arts,331700011745,DOE,General Academic,High school,"09,10,SE","09,10,11,12",Jul 1 2012,Open,K470,600 KINGSTON AVENUE,BROOKLYN,NY,11203,ANN MARIE HENRY STEPHENS,PRINCIPAL,718-221-1097,718-221-1794,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N404,CHILDREN FIRST NETWORK 404,"BIBBS, MALIKA",718-935-3824,,,HS01,HS Network 01,"WATTS, KAREN",W404,Operational Network 404,"BIBBS, MALIKA",718-935-3824,K,Brooklyn,600 Kingston Avenue,11203,Brooklyn Institute for Liberal Arts,brooklyn_institute_for_liberal_arts,Brooklyn,40.658665,-73.943838,"[-73.943838,40.658665]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/brooklyn_institute_for_liberal_arts
17K751,K751,ACADEMY FOR HEALTH CAREERS,331700011751,DOE,General Academic,High school,"09,10,11,SE","09,10,11,12",Jul 1 2010,Open,K625,150 ALBANY AVENUE,BROOKLYN,NY,11213,Deonne Martin,PRINCIPAL,718-773-0128,718-773-0648,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"WATTS, KAREN",,Cluster 05 (New Visions),CL56,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N563,CHILDREN FIRST NETWORK 563,"Penzell, Alexis",212-645-5110,,,HS01,HS Network 01,"WATTS, KAREN",W563,Operational Network 563,"Penzell, Alexis",212-645-5110,K,Brooklyn,150 Albany Avenue,11213,ACADEMY FOR HEALTH CAREERS,academy_for_health_careers,Brooklyn,40.675907,-73.938959,"[-73.938959,40.675907]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/academy_for_health_careers
17K770,K770,P.S. 770 New American Academy,331700010770,DOE,General Academic,Elementary,"0K,01,02,03,SE","0K,01,02,03,04,05",Jul 1 2010,Open,K398,60 EAST 94 STREET,BROOKLYN,NY,11212,Shimon Waronker,PRINCIPAL,718-221-5837,718-221-5947,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,"SIMMONS, BUFFIE","SIMMONS, BUFFIE",Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N401,CHILDREN FIRST NETWORK 401,"MARKS, ROXANNE",718-741-7068,,,,,,W401,Operational Network 401,"MARKS, ROXANNE",718-741-7068,K,Brooklyn,60 East 94th Street,11212,P.S. 770 New American Academy,p_s_770_new_american_academy,Brooklyn,40.6643753,-73.9278822,"[-73.9278822,40.6643753]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_770_new_american_academy
18K066,K066,P.S. 66,331800010066,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 2003,Open,K066,845 EAST 96 STREET,BROOKLYN,NY,11236,Lucille Jackson,PRINCIPAL,718-922-3505,718-922-3105,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY","WILKINS, BEVERLY",Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N604,CHILDREN FIRST NETWORK 604,Mr. Richard J. Gallo,718-420-5694,AF45,,,,,W604,Operational Network 604,Mr. Richard J. Gallo,718-420-5694,K,Brooklyn,845 East 96th Street,11236,P.S. 66,p_s_66,Brooklyn,40.648736,-73.90706399999999,"[-73.90706399999999,40.648736]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_66
18K068,K068,I.S. 068 Isaac Bildersee,331800010068,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1964,Open,K068,956 EAST 82 STREET,BROOKLYN,NY,11236,Merve Williams,PRINCIPAL,718-241-4800,718-241-5582,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY","WILKINS, BEVERLY",Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N602,CHILDREN FIRST NETWORK 602,"Bove, Julianna",718-968-6248,AF32,,,,,W602,Operational Network 602,"Bove, Julianna",718-968-6248,K,Brooklyn,956 East 82nd Street,11236,I.S. 068 Isaac Bildersee,i_s_068_isaac_bildersee,Brooklyn,40.6355047,-73.91074370000001,"[-73.91074370000001,40.6355047]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/i_s_068_isaac_bildersee
18K114,K114,P.S. 114 Ryder Elementary,331800010114,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1907,Open,K114,1077 REMSEN AVENUE,BROOKLYN,NY,11236,Darwin Smith,PRINCIPAL,718-257-4428,718-649-5216,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY","WILKINS, BEVERLY",Cluster 05 (Fordham),CL55,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N551,CHILDREN FIRST NETWORK 551,"BATISTI, ANITA/Struk, Margaret",646-579-7082,AF39,,,,,W551,Operational Network 551,"BATISTI, ANITA/Struk, Margaret",646-579-7082,K,Brooklyn,1077 Remsen Avenue,11236,P.S. 114 Ryder Elementary,p_s_114_ryder_elementary,Brooklyn,40.6427414,-73.9087302,"[-73.9087302,40.6427414]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_114_ryder_elementary
18K115,K115,P.S. 115 Daniel Mucatel School,331800010115,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1922,Open,K115,1500 EAST 92 STREET,BROOKLYN,NY,11236,Denis Guerin,PRINCIPAL,718-241-1000,718-209-1714,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY","WILKINS, BEVERLY",Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N602,CHILDREN FIRST NETWORK 602,"Bove, Julianna",718-968-6248,AF09,,,,,W602,Operational Network 602,"Bove, Julianna",718-968-6248,K,Brooklyn,1500 East 92nd Street,11236,P.S. 115 Daniel Mucatel School,p_s_115_daniel_mucatel_school,Brooklyn,40.6349363,-73.8972682,"[-73.8972682,40.6349363]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_115_daniel_mucatel_school
18K135,K135,P.S. 135 Sheldon A. Brookner,331800010135,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1923,Open,K135,684 LINDEN BOULEVARD,BROOKLYN,NY,11203,Trevlyn Mcrae,PRINCIPAL,718-693-4363,718-941-0847,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY","WILKINS, BEVERLY",Cluster 02,CL02,"ZAHARAKIS, DESPINA",Cluster Leader,718-281-3272,N211,CHILDREN FIRST NETWORK 211,JEAN MCKEON,718-642-5843,AF04,,,,,W211,Operational Network 211,,,K,Brooklyn,684 Linden Boulevard,11203,P.S. 135 Sheldon A. Brookner,p_s_135_sheldon_a_brookner,Brooklyn,40.6536255,-73.9332208,"[-73.9332208,40.6536255]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_135_sheldon_a_brookner
