the_geom,ats_code,boro,boronum,loc_code,schoolname,sch_type,managed_by,geo_distri,admin_dist,address,state_code,zip,principal,prin_ph,fax,grades,city,cartodb_id,created_at,updated_at
0101000020E6100000254453EAF87352C095DD8DB6E55A4440,28Q217      ,Q,4,Q217,J.H.S. 217 ROBERT A. VAN WYCK,Junior High-Intermediate-Middle,1,28,28,85-05 144 STREET,NY,11435,PATRICK MICHAEL BURNS,718-657-1120,718-291-3668,"06,07,08,SE",QUEENS,885,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000063DC0938BA7452C0D39AC702385E4440,25Q219      ,Q,4,Q219,P.S. 219 PAUL KLAPPER,K-8,1,25,25,144-39 GRAVETT ROAD,NY,11367,Frederick Wright,718-793-2130,718-793-1039,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,886,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000C2A9B1E8867652C01EF88000455E4440,28Q220      ,Q,4,Q220,P.S. 220 EDWARD MANDEL,Elementary,1,28,28,62-10 108 STREET,NY,11375,Josette Pizarro,718-592-3030,718-271-7642,"PK,0K,01,02,03,04,05,SE",QUEENS,887,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000616BE8E7CC6E52C0E1AC348418614440,26Q221      ,Q,4,Q221,P.S. 221 NORTH HILLS,Elementary,1,26,26,57-40 MARATHON PARKWAY,NY,11362,Sheelia Twomey,718-423-8825,718-423-8841,"PK,0K,01,02,03,04,05,SE",QUEENS,888,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006B7B5CA4517852C0850C276F0E604440,30Q222      ,Q,4,Q222,P.S. Q222 - FIRE FIGHTER CHRISTOPHER A. SANTORA SC,Early Childhood,1,30,30,86-15 37 AVENUE,NY,11372,YVONNE MARRERO,718-429-2563,718-429-3484,"PK,0K,01,02,SE",QUEENS,889,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F5761D7A857252C0781705F849564440,27Q223      ,Q,4,Q223,P.S. 223 LYNDON B. JOHNSON,Elementary,1,27,27,125-20 SUTPHIN BOULEVARD,NY,11434,DEBORAH OTTO,718-322-9012,718-925-9020,"PK,0K,01,02,03,04,05,SE",QUEENS,890,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A339DFB8286E52C0B509D6DDF75F4440,75Q224      ,Q,4,Q224,P.S. Q224,K-8,1,26,75,252-12 72 AVENUE,NY,11426,DESMOND PARK,718-831-4024,718-831-4026,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,891,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000BF1A82ED427452C0E211750E71564440,27Q226      ,Q,4,Q226,J.H.S. 226 VIRGIL I. GRISSOM,Junior High-Intermediate-Middle,1,27,27,121-10 ROCKAWAY BOULEVARD,NY,11420,Rushell White,718-843-2260,718-835-6317,"06,07,08,SE",QUEENS,892,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000D473682AFB7752C0BBB635BB0C614440,30Q227      ,Q,4,Q227,I.S. 227 LOUIS ARMSTRONG,Junior High-Intermediate-Middle,1,30,30,32-02 JUNCTION BOULEVARD,NY,11369,WILLIAM FAHEY,718-335-7500,718-779-7186,"05,06,07,08,SE",QUEENS,893,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000996F3ACE637952C02D0F4B15095E4440,24Q229      ,Q,4,Q229,P.S. 229 EMANUEL KAPLAN,Elementary,1,24,24,67-25 51 ROAD,NY,11377,Dr. Sibylle Ajwani,718-446-2120,718-672-3117,"PK,0K,01,02,03,04,05,06,SE",QUEENS,894,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007DC6E426257952C097A613DE56604440,30Q230      ,Q,4,Q230,I.S. 230,Junior High-Intermediate-Middle,1,30,30,73-10 34 AVENUE,NY,11372,SHARON TERRY,718-335-7648,718-335-7513,"06,07,08,SE",QUEENS,895,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000B760EFAF977052C02A17185E12554440,29Q231      ,Q,4,Q231,I.S. 231 MAGNETECH 2000,Junior High-Intermediate-Middle,1,29,29,145-00 SPRINGFIELD BOULEVARD,NY,11413,EMMANUEL LUBIN,718-276-5140,718-276-2259,"06,07,08,SE",QUEENS,896,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000009A1A1CE3747652C04DFA538D3C554440,27Q232      ,Q,4,Q232,P.S. 232 LINDENWOOD,K-8,1,27,27,153-23 83 STREET,NY,11414,LISA JOSEPHSON,718-848-9247,718-738-8505,"0K,01,02,03,04,05,06,07,08,SE",QUEENS,897,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000516AA3D1CE7652C0E9CCC16EC55A4440,75Q233      ,Q,4,Q233,P.S. Q233,K-12 all grades,1,28,75,91-30 METROPOLITAN AVENUE,NY,11375,Debbie Edmonds,718-286-4700,718-286-4701,"02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,898,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006CE8B266177B52C01A5A42D028624440,30Q235      ,Q,4,Q235,ACADEMY FOR NEW AMERICANS,Junior High-Intermediate-Middle,1,30,30,30-14 30 STREET,NY,11102,CARMEN RIVERA,718-932-5876,718-932-5990,"06,07,08",QUEENS,900,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000EC98FD3C977452C0333A519CF85F4440,25Q237      ,Q,4,Q237,I.S. 237,Junior High-Intermediate-Middle,1,25,25,46-21 COLDEN STREET,NY,11355,JUDITH FRIEDMAN,718-353-6464,718-460-6427,"06,07,08,SE",QUEENS,901,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000BFA053C5E97152C08F4526FA3C5B4440,29Q238      ,Q,4,Q238,I.S. 238 SUSAN B ANTHONY,Junior High-Intermediate-Middle,1,29,29,88-15 182 STREET,NY,11423,JOSEPH GATES,718-297-9821,718-658-5288,"06,07,08,SE",QUEENS,902,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000041CE9FD6DB7952C0661C190B7F594440,24Q239      ,Q,4,Q239,P.S. 239,Elementary,1,24,24,17-15 WEIRFIELD STREET,NY,11385,ROBIN CONNOLLY,718-381-4009,718-381-0592,"PK,0K,01,02,03,04,05,SE",QUEENS,903,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000476D3075417552C00093B64489624440,25Q242      ,Q,4,Q242,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOO,Elementary,1,25,25,29-66 137 STREET,NY,11354,PATRICIA COSTA,718-445-2902,718-939-7751,"0K,01,02,03,SE",QUEENS,904,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000008D1F10187D7052C0CD42E21B7E554440,29Q248      ,Q,4,Q248,QUEENS PREPARATORY ACADEMY,High school,1,29,29,143-10 SPRINGFIELD BOULEVARD,NY,11413,TASHON HAYWOOD,718-712-2304,718-712-3273,"09,10,11,12,SE",QUEENS,905,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000CBA0BEECCD7352C0C021153CB15C4440,25Q250      ,Q,4,Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SC,Junior High-Intermediate-Middle,1,25,25,158-40 76 ROAD,NY,11366,MARC ROSENBERG,718-591-9000,718-591-2340,"06,07,08,SE",QUEENS,906,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000ED7AEDF6997052C0B23A67D828554440,29Q251      ,Q,4,Q251,P.S. 251 QUEENS,Elementary,1,29,29,144-51 ARTHUR STREET,NY,11413,EDNA LONCKE,718-276-2745,718-723-7822,"0K,01,02,03,SE",QUEENS,907,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000CC66030BC77352C07646A297B25C4440,25Q252      ,Q,4,Q252,"QUEENS SCHOOL OF INQUIRY, THE",Secondary School,1,25,25,158-40 76 ROAD,NY,11366,Meredith Rosenblatt,718-380-6929,718-380-6809,"06,07,08,09,10,11,SE",QUEENS,908,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000000D184450EF6F52C02EADBA77BC4D4440,27Q253      ,Q,4,Q253,P.S. 253,Elementary,1,27,27,1307 CENTRAL AVENUE,NY,11691,ROBIN JOHNSON,718-327-0895,718-327-3964,"PK,0K,01,02,03,04,05,SE",QUEENS,909,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000B8EFFC4FC07352C04B124DF3B35C4440,75Q255      ,Q,4,Q255,P.S. Q255,K-12 all grades,1,25,75,158-40 76 ROAD,NY,11366,RICHARD MAROWITZ,718-380-1247,718-380-2295,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,911,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000CBA4E7A22D7052C07841D0794C5A4440,29Q259      ,Q,4,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,Secondary School,1,29,29,109-89 204 STREET,NY,11412,KIMBERLY MITCHELL,718-454-4957,718-454-4892,"06,07,08,09,10,11,12,SE",QUEENS,912,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E118D78ED87052C053233B60F94C4440,27Q260      ,Q,4,Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,High school,1,27,27,8-21 BAY 25 STREET,NY,11691,LINDA ALFRED,718-471-2154,718-471-2890,"09,10,11,12,SE",QUEENS,913,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000052D67291B27452C07E3E0A42134B4440,27Q262      ,Q,4,Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,Secondary School,1,27,27,100-00 BEACH CHANNEL DRIVE,NY,11694,Patricia J. Tubridy,718-634-1970,718-634-2896,"06,07,08,09,10,11,12,SE",QUEENS,914,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006E545389617452C070ADC2734E614440,25Q263      ,Q,4,Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,High school,1,25,25,144-80 BARCLAY AVENUE,NY,11355,JOSEPH LUFT,718-463-2348,718-463-3514,"09,10,11,12,SE",QUEENS,915,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007C47566DF77B52C0DA0C4CBF445F4440,24Q264      ,Q,4,Q264,ACADEMY OF FINANCE AND  ENTERPRISE,High school,1,24,24,30-20 THOMSON AVENUE,NY,11101,GILBERTO VEGA,718-389-3623,718-389-3724,"09,10,11,12,SE",QUEENS,916,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000001AE68606887052C06723398082554440,29Q265      ,Q,4,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,High school,1,29,29,143-10 SPRINGFIELD BOULEVARD,NY,11413,Lilly Lucas,718-525-6507,718-525-6276,"09,10,11,12,SE",QUEENS,917,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000009CF7C44C986E52C00E37EDE1715F4440,26Q266      ,Q,4,Q266,P.S. / I.S. 266,K-8,1,26,26,74-10 COMMONWEALTH BOULEVARD,NY,11426,NICOLE SCOTT,718-479-3920,718-479-2482,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,918,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000002B7DE98AF67B52C0579C95B74D5F4440,24Q267      ,Q,4,Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,High school,1,24,24,30-20 THOMSON AVENUE,NY,11101,DANIEL KORB,718-389-3163,718-389-3427,"09,10,11,12,SE",QUEENS,919,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000036367E2F447252C0F5E80090955A4440,29Q268      ,Q,4,Q268,P.S. 268,K-8,1,29,29,92-07 175 STREET,NY,11433,Lissa Grant-Stewart,718-206-3240,718-206-2938,"0K,01,02,03,04,05,06,07,08,SE",QUEENS,920,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007C44A9AD236F52C0CBF2A5D667564440,29Q270      ,Q,4,Q270,P.S. / I.S. Q270,K-8,1,29,29,233-15 MERRICK BOULEVARD,NY,11422,Eleanor S. Andrew,718-341-8280,718-341-5589,"0K,01,02,03,04,05,06,07,08,SE",QUEENS,921,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000CD63D7CF857052C065B237B090554440,29Q272      ,Q,4,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,High school,1,29,29,143-10 SPRINGFIELD BOULEVARD,NY,11413,Dr. Janice M. Sutton,718-525-6439,718-525-6482,"09,10,11,12,SE",QUEENS,922,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000799135DC927452C09D24125DF05F4440,25Q281      ,Q,4,Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,Secondary School,1,25,25,46-21 COLDEN STREET,NY,11355,Ben Sherman,718-353-0009,718-353-3772,"06,07,08,09,10,11,12,SE",QUEENS,923,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000070ED4C73DA7052C025ECDE9F034D4440,27Q282      ,Q,4,Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,Junior High-Intermediate-Middle,1,27,27,8-21 BAY 25 STREET,NY,11691,Gary Dumornay,718-471-6934,718-471-6938,"06,07,08,SE",QUEENS,924,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000098152E4F7A7052C02E4157708C554440,29Q283      ,Q,4,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,Secondary School,1,29,29,143-10 SPRINGFIELD BOULEVARD,NY,11413,CHARLES ANDERSON,718-949-8405,718-525-8495,"06,07,08,09,10,11,12,SE",QUEENS,925,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000245EF1628B7252C0E107E0ECE0614440,25Q285      ,Q,4,Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,Secondary School,1,25,25,34-65 192 STREET,NY,11358,CYNTHIA SCHNEIDER,718-461-2219,718-461-2633,"06,07,08,09,10,11,12,SE",QUEENS,926,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000951CFDE0287B52C052D37C8FBD624440,30Q286      ,Q,4,Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",Junior High-Intermediate-Middle,1,30,30,23-15 NEWTOWN AVENUE,NY,11102,LAURA A MITCHELL,718-267-2839,718-728-0218,"06,07,08,09,10,SE",QUEENS,927,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F9625138BB7752C0A624FA3D245F4440,24Q293      ,Q,4,Q293,CIVIC LEADERSHIP ACADEMY,High school,1,24,24,45-10 94TH STREET,NY,11373,PHUONG NGUYEN,718-271-1487,718-271-3408,"09,10,11,SE",QUEENS,928,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F1ED7498D47152C06C48C2B327644440,25Q294      ,Q,4,Q294,BELL ACADEMY,Junior High-Intermediate-Middle,1,25,25,18-25 212 STREET,NY,11360,CHERYL HATZIDIMITRIOU,718-428-0587,718-428-0237,"06,07,08,SE",QUEENS,929,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000C51BDD57D06E52C01C96DEFD415C4440,29Q295      ,Q,4,Q295,P.S./I.S. 295,K-8,1,29,29,222-14 JAMAICA AVE,NY,11428,ANGELA THOMPSON,718-464-1433,NULL,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,930,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000D3F71F8DB07B52C0D54C993BDC604440,30Q301      ,Q,4,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,High school,1,30,30,36-41 28 STREET,NY,11106,MARK DUNETZ,718-472-0536,718-472-0490,"09,10,11,SE",QUEENS,931,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000053B25AF9DB7052C0FE67CF4E0D4D4440,27Q302      ,Q,4,Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND",High school,1,27,27,8-21 BAY 25 STREET,NY,11691,MICHELE WILLIAMS,718-868-2978,718-868-1653,"09,10,11,SE",QUEENS,932,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000D282D8D4037652C0F7B1D767E35C4440,28Q303      ,Q,4,Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,Early Childhood,1,28,28,108-55 69 AVENUE,NY,11375,BARBARA LETO,718-459-1358,NULL,"PK,0K,01,02,SE",QUEENS,933,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000011FDEF151D7C52C08A3621951C614440,84Q304,Q,4,Q304,VOICE CHARTER SCHOOL OF NEW YORK,Early Childhood,2,30,84,37-15 13 STREET,NY,11101,Frank Headley,718-786-6213,646-537-1703,"0K,01,02,03,SE",QUEENS,934,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000222CE77D4F7652C0AA6AB28288584440,27Q306      ,Q,4,Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,Early Childhood,1,27,27,95-16 89TH AVENUE,NY,11421,JENNIFER FLANDRO,718-441-2165,718-441-5923,"PK,0K,01,02,03,SE",QUEENS,935,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000008342A7751E7652C0B4DF6766DE554440,27Q308      ,Q,4,Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ART,High school,1,27,27,138-30 LAFAYETTE STREET,NY,11417,Joseph Birgeles,718-848-8357,718-848-8579,"09,10,11,SE",QUEENS,936,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000339D1160DD7052C0DF695C85164D4440,27Q309      ,Q,4,Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,Secondary School,1,27,27,8-21 BAY 25 STREET,NY,11691,JOSE MERCED,718-471-3571,718-471-0314,"06,07,08,09,10,11,SE",QUEENS,937,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000024E337C4167352C0340B68AF745B4440,28Q310      ,Q,4,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,High school,1,28,28,167-01 GOTHIC DRIVE,NY,11432,Jaime Anne Dubei,718-658-4016,718-658-5149,"06,09,10,11,SE",JAMAICA,938,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000002B721DE7D07452C0EB96E318C94A4440,27Q323      ,Q,4,Q323,SCHOLARS' ACADEMY,Secondary School,1,27,27,320 BEACH 104TH STREET,NY,11694,Brian O'Connell,718-474-6918,718-945-8958,"06,07,08,09,10,11,12",QUEENS,939,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006E9C87FB567252C07B3D54700C4C4440,27Q333      ,Q,4,Q333,GOLDIE MAPLE ACADEMY,K-8,1,27,27,3-65 BEACH 56 STREET,NY,11692,ANGELA LOGAN,718-945-3300,718-945-3303,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,940,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000002D106F0E1F7252C09CC9A21A66564440,27Q400      ,Q,4,Q400,AUGUST MARTIN HIGH SCHOOL,High school,1,27,27,156-10 BAISLEY BOULEVARD,NY,11434,ANTHONY CROMER,718-528-2920,718-276-1846,"09,10,11,12,SE",QUEENS,941,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000FB541697A97452C08C51580F124B4440,27Q410      ,Q,4,Q410,BEACH CHANNEL HIGH SCHOOL,High school,1,27,27,100-00 BEACH CHANNEL DRIVE,NY,11694,DAVID MORRIS,718-945-6900,718-474-7682,"09,10,11,12,SE",QUEENS,942,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000005961FB96637052C07F3557D13B604440,26Q415      ,Q,4,Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,High school,1,26,26,57-00 223RD STREET,NY,11364,GERALD MARTORI,718-279-6500,718-631-7880,"09,10,11,12,SE",QUEENS,943,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000D4C336E3C07452C0458DD3748A5E4440,25Q425      ,Q,4,Q425,JOHN BOWNE HIGH SCHOOL,High school,1,25,25,63-25 MAIN STREET,NY,11367,HOWARD KWAIT,718-263-1919,718-575-4069,"09,10,11,12,SE",QUEENS,944,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000004CB71855C97252C0E24A062DD45E4440,26Q430      ,Q,4,Q430,FRANCIS LEWIS HIGH SCHOOL,High school,1,26,26,58-20 UTOPIA PARKWAY,NY,11365,Musa Ali Shama,718-281-8200,718-746-2017,"09,10,11,12,SE",QUEENS,945,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000009B6B911E4C6F52C09E5926DAE35D4440,26Q435      ,Q,4,Q435,MARTIN VAN BUREN HIGH SCHOOL,High school,1,26,26,230-17 HILLSIDE AVENUE,NY,11427,MARILYN SHEVELL,718-776-4728,718-217-6287,"09,10,11,12,SE",QUEENS,946,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007746F096137652C009E571FF675D4440,28Q440      ,Q,4,Q440,FOREST HILLS HIGH SCHOOL,High school,1,28,28,67-01 110 STREET,NY,11375,SAUL GOOTNICK,718-268-3137,718-793-7850,"09,10,11,12,SE",QUEENS,947,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000C4B78642467A52C0DD0A7A5601614440,30Q445      ,Q,4,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,High school,1,30,30,48-10 31 AVENUE,NY,11103,Aaron M. Perez,718-721-5404,718-728-3478,"09,10,11,12,SE",QUEENS,948,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000004D11E2C6BA7B52C0604F3EFE03624440,30Q450      ,Q,4,Q450,LONG ISLAND CITY HIGH SCHOOL,High school,1,30,30,14-30 BROADWAY,NY,11106,Maria Mamo Vacacela,718-545-7095,718-545-2980,"09,10,11,12,SE",QUEENS,949,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A2E1C220F47752C0149733DAD55E4440,24Q455      ,Q,4,Q455,NEWTOWN HIGH SCHOOL,High school,1,24,24,48-01 90 STREET,NY,11373,JOHN FICALORA,718-595-8400,718-699-8584,"09,10,11,12,SE",QUEENS,950,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E3FC0BE9E77452C0BC87E1D7F2614440,25Q460      ,Q,4,Q460,FLUSHING HIGH SCHOOL,High school,1,25,25,35-01 UNION STREET,NY,11354,Carl Hudson,718-888-7500,718-886-4255,"09,10,11,12,SE",QUEENS,951,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000003ED51FEC0D7352C043E3DC656D5B4440,28Q470      ,Q,4,Q470,JAMAICA HIGH SCHOOL,High school,1,28,28,167-01 GOTHIC DRIVE,NY,11432,WALTER ACHAM,718-739-5942,718-739-4826,"02,09,10,11,12,SE",JAMAICA,952,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A634FDB0577552C03754F63CF4584440,27Q475      ,Q,4,Q475,RICHMOND HILL HIGH SCHOOL,High school,1,27,27,89-30 114 STREET,NY,11418,Ms. Frances DeSanctis,718-846-3335,718-847-0980,"09,10,11,12,SE",QUEENS,953,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000002F252DB1887552C020045181E9564440,27Q480      ,Q,4,Q480,JOHN ADAMS HIGH SCHOOL,High school,1,27,27,101-01 ROCKAWAY BOULEVARD,NY,11417,GRACE ZWILLENBERG,718-322-0500,718-738-9077,"09,10,11,12,SE",QUEENS,954,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F51C34172D7A52C09F635C2B125B4440,24Q485      ,Q,4,Q485,GROVER CLEVELAND HIGH SCHOOL,High school,1,24,24,21-27 HIMROD STREET,NY,11385,DOMINICK SCAROLA,718-381-9600,718-417-8457,"09,10,11,12,SE",QUEENS,955,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000005DB50D51BF6F52C05E0191635F594440,29Q492      ,Q,4,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",High school,1,29,29,207- 01 116TH  AVENUE,NY,11411,JOSE CRUZ,718-978-1837,718-978-2063,"09,10,11,12,SE",QUEENS,956,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A0975A89737C52C00A9F69DAFC684440,05M482,M,1,M482,Harlem Success Academy Charter School 5,K-8,2,5,84,301 WEST 140 STREET,NY,10030,Stacey Apatov,646-472-1911,212-918-3464,"0K,01",MANHATTAN,1570,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000996EEC3CB66F52C053C6C18D64594440,29Q494      ,Q,4,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",High school,1,29,29,207- 01 116TH  AVENUE,NY,11411,Donna Delfyett White,718-978-6432,718-978-6749,"09,10,11,12,SE",QUEENS,957,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000080B76110C96F52C024E512575A594440,29Q496      ,Q,4,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",High school,1,29,29,207- 01 116TH  AVENUE,NY,11411,HERMAN GUY,718-978-2807,718-978-3402,"09,10,11,12,SE",QUEENS,959,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000009FAC9530C26F52C00AB2C9FA6C594440,29Q498      ,Q,4,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,High school,1,29,29,207- 01 116TH  AVENUE,NY,11411,ROSEMARIE OMARD,718-978-2135,718-978-2309,"09,10,11,12,SE",QUEENS,960,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E09337D28E7452C00A42FE7E8F5E4440,25Q499      ,Q,4,Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TE",K-8,1,25,25,148-20 REEVES AVENUE,NY,11367,HELENE JACOB,718-461-7462,718-461-7244,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,961,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
